post_date,post_title,final_content,source_file
2006-08-04 17:37:00,Dell,"<p>So. I was trying to order a couple systems from Dell &#8211; three of the <a href=""http://configure.us.dell.com/dellstore/config.aspx?c=us&#38;cs=19&#38;l=en&#38;oc=DXPS200F3&#38;s=dhs"">XPS 200 &#8216;Productivity&#8217;</a>, specifically. ... But I didn&#8217;t need monitors with the machines. Turns out, there&#8217;s no option <em>for</em> &#8220;no monitor&#8221;. Off to the online support staff&#8230;<br />
&#8212;&#8212;&#8212;&#8212;&#8212;&#8212;&#8212;-</p>
<p><em>8:51:42 AM</em> <strong>System</strong> Welcome Isaac Bowen &#8230;<br />
<em>8:51:42 AM</em> <strong>System</strong> Connecting to server. Please wait&#8230;<br />
<em>8:51:42 AM</em> <strong>System</strong> Thank you for using Dell Chat, a representative will be with you soon.<br />
<em>8:51:42 AM</em> <strong>System</strong> Initial Question/Comment: I&#8217;m about to order an XPS 200, but I do /not/ want to order a monitor with it. ... How can I pull that off?  <br />
<em>9:12:30 AM</em> <strong>System</strong> You are now being connected to an agent. Thank you for using Dell Chat<br />
<em>9:12:30 AM</em> <strong>System</strong> Connected with CU_Rep_Christopher_G  <br />
<em>9:12:41 AM</em> <strong>CU_Rep_Christopher_G</strong> Welcome to Dell Sales Chat. My name is Christopher. I&#8217;ll be your personal sales agent today. Give me a moment to review your concern. Please don&#8217;t go away.  <br />
<em>9:13:45 AM</em> <strong>CU_Rep_Christopher_G</strong> Hi Isaac.  <br />
<em>9:14:18 AM</em> <strong>You</strong> Hello.</p>
<p><em>9:14:35 AM</em> <strong>CU_Rep_Christopher_G</strong> ck if there&#8217;s an option for monitor on the XPS 200,. hold on please.  <br />
<em>9:15:40 AM</em> <strong>You</strong> I&#8217;m looking at the monitor selection now &#8211; there are selections for several items from the UltraSharp series, but no selection for no monitor at all.  <br />
<em>9:16:10 AM</em> <strong>CU_Rep_Christopher_G</strong> Ok sorry to keep you waiting, i have checked on the XPS 200 and there&#8217;s a &#8220;no monitor&#8221; option on it, just subtract $400 on the starting price.  <br />
<em>9:16:41 AM</em> <strong>CU_Rep_Christopher_G</strong> What do you plan on using this system for?  <br />
<em>9:17:12 AM</em> <strong>You</strong> Home office. I&#8217;m really not seeing a no monitor option.  <br />
<em>9:18:33 AM</em> <strong>CU_Rep_Christopher_G</strong> Ok.  <br />
<em>9:18:51 AM</em> <strong>CU_Rep_Christopher_G</strong> Can i ask if you are under Dell Home and Home office site Isaac?  <br />
<em>9:19:08 AM</em> <strong>You</strong> I am, yes.  <br />
<em>9:19:25 AM</em> <strong>You</strong> Specifically, I&#8217;m looking at the 1st step of customizing the dxps200f3.  <br />
<em>9:19:46 AM</em> <strong>CU_Rep_Christopher_G</strong> Ok can i ask the price of the XPS 200 that you are looking at?  <br />
<em>9:19:54 AM</em> <strong>You</strong> Currently? $2056.  <br />
<em>9:20:16 AM</em> <strong>CU_Rep_Christopher_G</strong> Can i a ask the starting price please?  <br />
<em>9:20:56 AM</em> <strong>You</strong> $1190  <br />
<em>9:21:25 AM</em> <strong>CU_Rep_Christopher_G</strong> Ok let me try to check again. Hole on please.  <br />
<em>9:21:50 AM</em> <strong>You</strong> Actually, no &#8211; it starts at $1657.  <br />
<em>9:22:05 AM</em> <strong>CU_Rep_Christopher_G</strong> Ok i have seen the XPS 200, and there&#8217;s a &#8220;no monitor&#8221; on the Monitor option.<br />
<em>9:22:06 AM</em> <strong>You</strong> I&#8217;m customizing the &#8220;Productivity&#8221; version.  <br />
<em>9:23:49 AM</em> <strong>You</strong> Let me paste in what I see.  <br />
<em>9:24:00 AM</em> <strong>CU_Rep_Christopher_G</strong> Ok.  <br />
<em>9:24:13 AM</em> <strong>CU_Rep_Christopher_G</strong> Let me check on that particular configuration.<br />
<em>9:24:17 AM</em> <strong>You</strong> Monitors</p>
<p>20 inch UltraSharpâ„¢ 2007FPW Widescreen Digital Flat Panel [Included in Price]<br />
20 inch Ultrasharpâ„¢ 2007FP Digital Flat Panel [add $50 or $1/month1]<br />
24 inch UltraSharpâ„¢ 2407FPW Widescreen Digital Flat Panel [add $410 or $12/month1]  <br />
<em>9:24:29 AM</em> <strong>CU_Rep_Christopher_G</strong> i see, sorry to keep you waiting.  <br />
<em>9:25:29 AM</em> <strong>CU_Rep_Christopher_G</strong> i have seen the XPS 200 that you are looking at, and there&#8217;s no &#8221; no monitor&#8221; option on it, why not choose the one costs at $1190, it has the monitor option on it, just subtract $400.  <br />
<em>9:26:09 AM</em> <strong>You</strong> Because the only OS option for /that/ model is Media Center.  <br />
<em>9:26:13 AM</em> <strong>You</strong> I need XP Pro.  <br />
<em>9:26:28 AM</em> <strong>CU_Rep_Christopher_G</strong> Ok i see, let me try to check on other configuration, hold on please.  <br />
<em>9:27:44 AM</em> <strong>You</strong> Thank you.  <br />
<em>9:27:57 AM</em> <strong>CU_Rep_Christopher_G</strong> Welcome. BTW will you also use this for digital photos, downloading music &#38; burning CD&#8217;s, watching DVD&#8217;s, video editing, games?  <br />
<em>9:28:28 AM</em> <strong>You</strong> Likely, but I still do not want Media Center.  <br />
<em>9:28:50 AM</em> <strong>CU_Rep_Christopher_G</strong> Ok i see, so are you concerned about the size of the desktop that you are looking ?  <br />
_9:2_9:19 AM_ <strong>You</strong> I&#8217;d prefer the smaller chassis.  <br />
<em>9:30:27 AM</em> <strong>CU_Rep_Christopher_G</strong> Ok i see, sorry but we do not have the option on the XP pro on other configuration of the XPS 200, how about get the 20 &#8221; monitor then sell it on Ebay or to a friend, you can earn $ also in doing so.  <br />
<em>9:31:02 AM</em> <strong>You</strong> So there&#8217;s honestly no way that you can get me this machine without a monitor.  <br />
<em>9:31:41 AM</em> <strong>CU_Rep_Christopher_G</strong> Yes.  <br />
<em>9:31:50 AM</em> <strong>You</strong> That&#8217;s rediculous.  <br />
<em>9:32:05 AM</em> <strong>CU_Rep_Christopher_G</strong> Why not sell it after wards, also Dell monitors cost more when you sell it, specially in brand new.  <br />
<em>9:32:43 AM</em> <strong>CU_Rep_Christopher_G</strong> Really sorry but what you can see online, is what you can get, we rely on the options as well on the online site.  <br />
<em>9:33:34 AM</em> <strong>You</strong> Though it does seem strange that what I see does not include an option for ordering without a monitor.  <br />
<em>9:33:49 AM</em> <strong>You</strong> It&#8217;s like&#8230; Dell is saying, buy this monitor with this machine, or don&#8217;t buy the machine at all.  <br />
<em>9:33:56 AM</em> <strong>You</strong> Now /there&#8217;s/ a good business practice for you.  <br />
<em>9:34:11 AM</em> <strong>CU_Rep_Christopher_G</strong> Ok i see, i understand Isaac.<br />
<em>9:34:16 AM</em> <strong>You</strong> Thank you for your time. Have a perfectly wonderful day.  <br />
&#8212;&#8212;&#8212;&#8212;&#8212;&#8212;&#8212;&#8212;&#8212;&#8212;&#8212;&#8212;-</p>
<p>... Ebay?</p>
<p>But then, Dell&#8217;s <a href=""http://asia.cnet.com/reviews/blog/littleredblog/0,39056119,39380060,00.htm"">not doing so well online</a> anyway. Bah.</p>

",exigraff wp_posts.csv
2006-08-09 01:17:00,Dan Maguire at WAS 2006,"<p>Used by permission, here (finally) is Dan Maguire. All 73 minutes of him.</p>
<p><center><embed style=""width:400px; height:326px;"" id=""VideoPlayback"" type=""application/x-shockwave-flash"" src=""http://video.google.com/googleplayer.swf?docId=6153222305601339476&#38;hl=en""> </embed></center></p>

",exigraff wp_posts.csv
2006-08-10 05:53:00,Dilbert (Aug 4),"<p><img src=""http://exigraff.com/blog/wp-content/old_images/104.gif"" /></p>	<p>So I&#8217;m a bit behind the times. I&#8217;ll get by.</p>
<p>My hermit crabs have begun to burrow. A lot. I hope they&#8217;re alright. It&#8217;d be rough for me to have to watch my next attempt at small-animal care fail. Though I blame the previous deaths on Walmart.</p>
<p>Watched Hitchhiker&#8217;s with Megan, Emma and Cari this evening. Good stuff, but&#8230; right, it <em>could</em> have been done better. Not bad, though.</p>
<p>Gradflag&#8217;s coming along. It&#8217;ll hopefully be up for the grad season this year &#8211; I need a couple designers, though. Contact me if you&#8217;re decent and don&#8217;t mind being paid by commission-ish.</p>

",exigraff wp_posts.csv
2006-08-14 05:10:14,A Weekend in Spirit,"<p><img src=""http://exigraff.com/blog/wp-content/old_images/106.jpg"" /></p>	<p><img src=""http://exigraff.com/blog/wp-content/old_images/107.jpg"" /><br />
<img src=""http://exigraff.com/blog/wp-content/old_images/108.jpg"" /><br />
<img src=""http://exigraff.com/blog/wp-content/old_images/109.jpg"" /><br />
<img src=""http://exigraff.com/blog/wp-content/old_images/110.jpg"" /><br />
<img src=""http://exigraff.com/blog/wp-content/old_images/111.jpg"" /><br />
<img src=""http://exigraff.com/blog/wp-content/old_images/112.jpg"" /><br />
<img src=""http://exigraff.com/blog/wp-content/old_images/113.jpg"" /><br />
<img src=""http://exigraff.com/blog/wp-content/old_images/114.jpg"" /><br />
<img src=""http://exigraff.com/blog/wp-content/old_images/115.jpg"" /><br />
<img src=""http://exigraff.com/blog/wp-content/old_images/116.jpg"" /></p>

<p>&#8220;Spirit&#8221; being the town &#8211; just outside of Ogema. I&#8217;ll let the photos speak for themselves. I&#8217;m tired.</p>

<p>Few things worthy of note: Josh &amp; Stef went out bungee jumping, much to Jennifer&#8217;s dismay (&#8220;Sign Gavin over to me before you go!&#8221;), Sam arrived in a <span class=""caps"">GTO</span>, Grandpa&#8217;s turning 89 tomorrow (party today; the guy still drives), &#8230; and Walmart stopped carrying the L&#8217;Oreal hair stuff that I was using. Blast.</p>

<p>Found a message from Karen (of <a href=""http://uscrop.com/"">Leaving Prints</a> and <a href=""http://www.astheworldscraps.com/"">As the World Scraps</a>) in my inbox. Seems I&#8217;ve been missing a lot in there. Hm.</p>

<p><span class=""caps"">WAS</span> guys &#8211; let&#8217;s get a conference call in, shall we? Don&#8217;t let me forget.</p>",exigraff wp_posts.csv
2006-08-14 21:39:31,Windows Live Writer - TXP Test,"<p>If you can see what&#8217;s up here, all is well. This is going through <a href=""http://textpattern.com/download-rpc"">XML-RPC</a> for Textpattern, published&nbsp;with <a href=""http://windowslivewriter.spaces.live.com/"">Windows Live Writer</a> (in beta). Hm&#8230; <strong><em><u><strike>Formatting?</strike></u></em></strong> Images?</p> <p>... No images. That&#8217;s a shame. Wonder how that could be implemented&#8230; without just doing the FTP thing, I mean. Hm.</p> <p>Draft saving works. Publishing works. Formatting&#8217;s in HTML, obviously&#8230; Could we get that converted back to Textile?</p> <p>End test.</p>

",exigraff wp_posts.csv
2006-08-17 06:29:00,Pandora,"<p><a href=""http://a-guy-on-fire.livejournal.com/"">Tommy</a> pointed out something that I can&#8217;t believe I missed: <a href=""http://pandora.com"">Pandora</a>.</p>
<p>Great concept, one that MusicMatch already actively uses with its &#8220;My Matches&#8221; service. Pandora takes a style/artist/song and plays similar music. When asked to play Rob-Thomas-esque material, Pandora responded with the following:</p>
<img src=""http://exigraff.com/blog/wp-content/old_images/118.jpg"" />
<p>Lovin&#8217; those angry lyrics and repetitive chorus. Score.</p>
<p>Predictably enough, Pandora returned <a href=""http://www.pandora.com/music/song/04df0e95c90ad06d"" title=""Pull Defibrilator Mix"">This Is How A Heart Breaks</a>, a really excellent remix of one of Thomas&#8217;s more well-known pieces. Good song, great remix. Though I&#8217;ve got to admit, I&#8217;m partial to electronic mixes anyway. Speaking of which&#8230;</p>
<img src=""http://exigraff.com/blog/wp-content/old_images/119.jpg"" />
<p>Trippy soundscapes. Niiiiice. Wow, I&#8217;m impressed. Firstly, because it includes a registration feature within the swf object (sum effect of which is that I could keep listening to the music and register at the same time &#8211; rare for a browser-based service), secondly because it very accurately picked up on what I liked. ... Possibly because I gave it a decent example of what I liked, but hey.</p>
<p>This strikes me as something that Google might do. They&#8217;re watching what people do with their services, observing and tracking the correlations between user actions. I wouldn&#8217;t be a bit suprised if Google takes over / joins this project. Helping predict human patterns would definitely help them when they take over the world.</p>
<p>Oh. Well, Pandora just started playing &#8220;Problem Girl&#8221;. Yep, that&#8217;s Rob Thomas. Ah well.</p>
<p>[ update ]<br />
<a href=""http://www.google.com/trends/music"">Google Music Trends</a> just showed up on <a href=""http://digg.com/tech_news/New_Google_feature_Google_Music_Trends"">Digg</a>.</p>

",exigraff wp_posts.csv
2006-08-19 03:44:50,Clips from WPR,"<p>Call me&#8230; whatever, but I listened to WPR this afternoon. <a href=""http://wpr.org/merens/"">Merens</a> was on the air with At Issue, where concerned citizens call in with their news items. <strong><a href=""http://ikebowen.com/file_download/15"">Here&#8217;s a clip.</a></strong></p>
<p>&#8220;A year after Hurricane Katrina&#8230; people are still&#8230; they&#8217;re&#8230; they&#8217;re not doing well. It&#8217;s a mess.&#8221; Yes, this is a very aware citizen here.</p>
<p>&#8220;Joy Cardine is jumping out of airplanes. I am really very concerned about her.&#8221; This wasn&#8217;t quite as random as it appears to be &#8211; Joy Cardine <a href=""http://www.wpr.org/cardin/"">hosts a show</a> on WPR and had <a href=""http://clipcast.wpr.org:8080/ramgen/wpr/jca/jca060817a.rm"">interviewed someone on Thursday</a> where the sky diving thing came up.</p>
<p>But I fail to see the direct correlation between civil unions and complete homes and saving on taxes.</p>

",exigraff wp_posts.csv
2006-08-22 15:37:10,The Little Man Against The World,"<p>So&#8230; my hermit crabs are having a shell fight. Two Ecuadorian crabs, and Fuzz (smaller, male) is harassing Father John (larger, female) for her shell. I think.</p>
<p>They&#8217;re chirping like crabs do, I suppose (more of an atonal creak).</p>

",exigraff wp_posts.csv
2006-08-22 20:41:00,When your best just isn't good enough.,"<p><img src=""http://exigraff.com/blog/wp-content/old_images/120.jpg"" /></p>	<p>That&#8217;s a <a href=""http://despair.com/fail24x30pri.html"">Demotivator</a>, btw. Could you tell?</p>
<p>Couple things today. TigerDirect appears to have an unobtrusive bug (or hidden feature, maybe) in their shopping cart script (see image).</p>
<p>These are the guys who listed a machine that I ordered as &#8220;To Drop Shipper&#8221; (i.e. pending shipment from the 3rd party vendor), then told me that it was delivered to the office last Wednesday &#8211; signed by a staff member. Turns out the machine in question is still in the warehouse, and for that matter, it isn&#8217;t even fully assembled yet. The processor won&#8217;t come in until Friday. Bah.</p>
<p>And tech.monstersandcritics.com is half-broken, by the look of it. http://tech.monstersandcritics.com/news/article_1193103.php/YouTube_eyes_ad_money_with_Paris_Hilton_channel is returning a PHP error: Parse error: syntax error, unexpected T_STRING in /home/monsters/public_html/phpinclude/phpadsnew.php on line 254. [ grins ] Go Paris.</p>

",exigraff wp_posts.csv
2006-08-25 20:08:05,Omniture,"<p>Despite the fact that their site design reminds me very strongly of <a href=""http://oversee.net"">Oversee.net</a> (bad connotations there), I think I like <a href=""http://omniture.com"">Omniture</a>.</p>
<p>I didn&#8217;t know that they existed until 45 seconds ago, and I still don&#8217;t really know what they do. Stat tracking or something, likely. I noticed firefox loading a very long URL in the status bar, something from 2o7.net. Smells of advertising.</p>
<p>Most of what I broadly call anonomous domains (tlds that aren&#8217;t readily associated with anyone) return some kind of error page when you try to load their index page. <a href=""http://2o7.com"">2o7.com</a> gave me a pleasant suprise &#8211; I was redirected to a page from Omniture explaining the purpose of the domain (visitor stat tracking), and giving the visitor a way to opt out of the tracking mech.</p>
<p>I like this. Above board &#8211; no trying to disguise the system&#8217;s origin. [cough]omniture[/cough]</p>

",exigraff wp_posts.csv
2006-08-28 16:00:00,Your adfarm: powered by Google!,"<p><img src=""http://exigraff.com/blog/wp-content/old_images/122.gif"" /></p>	<p>7:30am. My feedreader tells me that Google was <a href=""http://news.zdnet.com/2100-9588_22-6109823.html?part=rss&#38;tag=feed&#38;subj=zdnn"">planning on releasing Apps for Your Domain</a> as of yesterday.</p>
<p>Suprise, <a href=""http://www.google.com/a/?utm_medium=et&#38;utm_source=bizsols&#38;utm_campaign=gafydC"">they have</a>. Tucked into a corner of their business services page, Google is making available Gmail, Calendar, Talk and Pages for any domain that you so desire. The beta&#8217;s available now &#8211; doesn&#8217;t look like there&#8217;s any waiting to be &#8220;approved&#8221; like there was with the original Gmail for Your Domain.</p>
<p>So. I&#8217;m toying with setting it up for <a href=""http://hq52.com"">hq52</a>, but it occured to me that these services would do a fair job serving the business that I&#8217;m employed by. We already own a domain for use, but I checked on <a href=""http://thg.org"">thg.org</a> just in case &#8211; it&#8217;s an appropriate domain for the business, right, and it&#8217;s short. Turns out it&#8217;s a parked adfarm. Right click -> this frame -> page info reveals that it&#8217;s parked at oingo.com.</p>
<p>I&#8217;ve already <a href=""http://ikebowen.com/2006/07/27/life-and-music-and-automated-ad-farms"">said my bit</a> about ad farm providers. Visiting oingo.com results in a redirect to <a href=""http://appliedsemantics.com"">appliedsemantics.com</a>. Suprise: Applied Semantics has been aquired by Google. A large part of that, likely, went into the development of AdSense. But guess what else they do. <a href=""http://www.google.com/domainpark/"">Domain parking!</a></p>
<p>Google. Makes sense, I suppose. Their AdSense services are second-to-none, like everything else Google does. But I have two problems with their aquisition:</p>
<ol>
<li>It&#8217;s an aquisition. Google has a history of these, worthy of <a href=""http://en.wikipedia.org/wiki/List_of_Acquisitions_by_Google"">its own Wikipedia entry</a>.  Pyra Labs (turned into Blogger), Picasa (photos), Keyhole (Google Earth), Urchin (Google Analytics), Writely (web-based word processing), Sketchup (3d modeling)... The Applied Semantics aquisition was way back in April of 2003, but I&#8217;m still freaking out about it. One more in the long list of companies and projects that are now under the Google umbrella. If you can&#8217;t (or don&#8217;t feel like) beating them, buy them.</li>
<li><em>Google</em> is behind those flipping ad farms. <em>Google!</em></li>
</ol>
<p>[upd] <a href=""http://news.zdnet.com/2100-9588_22-6109974.html?part=rss&#38;tag=feed&#38;subj=zdnn"">Google wins eBay&#8217;s non-U.S. ads, e-commerce tie</a></p>

",exigraff wp_posts.csv
